frame,episode,ep_return,mean100,epsilon,loss
16091,89,2.0,1.1797752808988764,0.98471355,
16227,90,0.0,1.1666666666666667,0.98458435,
16378,91,1.0,1.164835164835165,0.9844409,
16600,92,2.0,1.173913043478261,0.98423,
16803,93,2.0,1.1827956989247312,0.98403715,
17011,94,2.0,1.1914893617021276,0.98383955,
17192,95,1.0,1.1894736842105262,0.9836676,
17427,96,2.0,1.1979166666666667,0.98344435,
17604,97,1.0,1.1958762886597938,0.9832762,
17773,98,1.0,1.1938775510204083,0.98311565,
17926,99,0.0,1.1818181818181819,0.9829703,
18092,100,1.0,1.18,0.9828126,
18232,101,0.0,1.17,0.9826796,
18369,102,0.0,1.16,0.98254945,
18494,103,0.0,1.16,0.9824307,
18620,104,0.0,1.16,0.982311,
18849,105,2.0,1.18,0.98209345,
19117,106,3.0,1.21,0.98183885,
19324,107,2.0,1.21,0.9816422,
19536,108,2.0,1.23,0.9814408,
19745,109,2.0,1.25,0.98124225,
19894,110,0.0,1.24,0.9811007,
20036,111,0.0,1.23,0.9809658,
20214,112,1.0,1.23,0.9807967,
20358,113,0.0,1.19,0.9806599,
20524,114,1.0,1.19,0.9805022,
20704,115,1.0,1.19,0.9803312,
20828,116,0.0,1.19,0.9802134,
20991,117,1.0,1.2,0.98005855,
21198,118,2.0,1.22,0.9798619,
21379,119,1.0,1.23,0.97968995,
21567,120,1.0,1.24,0.97951135,
21811,121,2.0,1.25,0.97927955,
21995,122,1.0,1.25,0.97910475,
22124,123,0.0,1.24,0.9789822,
22286,124,1.0,1.25,0.9788283,
22466,125,1.0,1.26,0.9786573,
22601,126,0.0,1.22,0.97852905,
22734,127,0.0,1.22,0.9784027,
22872,128,0.0,1.22,0.9782716,
23114,129,3.0,1.24,0.9780417,
23238,130,0.0,1.23,0.9779239,
23377,131,0.0,1.21,0.97779185,
23510,132,0.0,1.21,0.9776655,
23642,133,0.0,1.21,0.9775401,
23778,134,0.0,1.19,0.9774109,
23920,135,0.0,1.17,0.977276,
24142,136,2.0,1.18,0.9770651,
24383,137,3.0,1.21,0.97683615,
24519,138,0.0,1.18,0.97670695,
24680,139,1.0,1.16,0.976554,
24915,140,2.0,1.18,0.97633075,
25057,141,0.0,1.18,0.97619585,
25216,142,1.0,1.18,0.9760448,
25556,143,5.0,1.23,0.9757218,
25729,144,1.0,1.21,0.97555745,
25934,145,2.0,1.19,0.9753627,
26159,146,2.0,1.19,0.97514895,
26398,147,3.0,1.21,0.9749219,
26565,148,1.0,1.21,0.97476325,
26800,149,3.0,1.23,0.97454,
26944,150,0.0,1.23,0.9744032,
27228,151,3.0,1.26,0.9741334,
27362,152,0.0,1.24,0.9740061,
27486,153,0.0,1.2,0.9738883,
27626,154,0.0,1.19,0.9737553,
27843,155,2.0,1.18,0.97354915,
28084,156,3.0,1.21,0.9733202,
28219,157,0.0,1.19,0.97319195,
28396,158,1.0,1.17,0.9730238,
28611,159,2.0,1.17,0.97281955,
28775,160,1.0,1.16,0.97266375,
29006,161,3.0,1.17,0.9724443,
29186,162,1.0,1.18,0.9722733,
29439,163,3.0,1.2,0.97203295,
29570,164,0.0,1.2,0.9719085,
29793,165,2.0,1.22,0.97169665,
30009,166,2.0,1.22,0.97149145,
30168,167,1.0,1.2,0.9713404,
30487,168,4.0,1.23,0.97103735,
30795,169,4.0,1.27,0.97074475,
31311,170,9.0,1.35,0.97025455,
31656,171,5.0,1.39,0.9699268,
31790,172,0.0,1.34,0.9697995,
31993,173,2.0,1.36,0.96960665,
32265,174,3.0,1.38,0.96934825,
32483,175,2.0,1.4,0.96914115,
32669,176,1.0,1.38,0.96896445,
32903,177,2.0,1.4,0.96874215,
33074,178,1.0,1.4,0.9685797,
33305,179,3.0,1.4,0.96836025,
33439,180,0.0,1.4,0.96823295,
33718,181,4.0,1.42,0.9679679,
33897,182,1.0,1.42,0.96779785,
34037,183,0.0,1.41,0.96766485,
34202,184,1.0,1.41,0.9675081,
34483,185,3.0,1.43,0.96724115,
34668,186,2.0,1.44,0.9670654,
34825,187,1.0,1.41,0.96691625,
35006,188,1.0,1.41,0.9667443,
35305,189,3.0,1.42,0.96646025,
35527,190,2.0,1.44,0.96624935,
35659,191,0.0,1.43,0.96612395,
35872,192,2.0,1.43,0.9659216,
35995,193,0.0,1.41,0.96580475,
36198,194,2.0,1.41,0.9656119,
36327,195,0.0,1.4,0.96548935,
36455,196,0.0,1.38,0.96536775,
36623,197,1.0,1.38,0.96520815,
36834,198,2.0,1.39,0.9650077,
37033,199,1.0,1.4,0.96481865,
37159,200,0.0,1.39,0.96469895,
37292,201,0.0,1.39,0.9645726,
37428,202,0.0,1.39,0.9644434,
37673,203,3.0,1.42,0.9642106500000001,
37802,204,0.0,1.42,0.9640881,
38025,205,2.0,1.42,0.96387625,
38264,206,2.0,1.41,0.9636492,
38464,207,2.0,1.41,0.9634592,
38746,208,3.0,1.42,0.9631913,
38884,209,0.0,1.4,0.9630602,
39032,210,0.0,1.4,0.9629196,
39232,211,2.0,1.42,0.9627296,
39490,212,3.0,1.44,0.9624845,
39653,213,1.0,1.45,0.96232965,
39836,214,1.0,1.45,0.9621558,
40063,215,2.0,1.46,0.96194015,
40252,216,1.0,1.47,0.9617606,
40394,217,0.0,1.46,0.9616257,
40573,218,1.0,1.45,0.96145565,
40748,219,1.0,1.45,0.9612894,
40992,220,3.0,1.47,0.9610576,
41120,221,0.0,1.45,0.960936,
41327,222,2.0,1.46,0.96073935,
41565,223,2.0,1.48,0.96051325,
41693,224,0.0,1.47,0.96039165,
41860,225,1.0,1.47,0.960233,
42068,226,2.0,1.49,0.9600354,
42250,227,1.0,1.5,0.9598625,
42422,228,1.0,1.51,0.9596991,
42579,229,1.0,1.49,0.95954995,
42765,230,1.0,1.5,0.95937325,
42978,231,2.0,1.52,0.9591709,
43135,232,1.0,1.53,0.95902175,
43262,233,0.0,1.53,0.9589011,
43406,234,0.0,1.53,0.9587643,
43643,235,3.0,1.56,0.95853915,
44034,236,6.0,1.6,0.9581677,
44166,237,0.0,1.57,0.9580423,
44367,238,2.0,1.59,0.95785135,
44572,239,2.0,1.6,0.9576566,
44757,240,1.0,1.59,0.95748085,
44897,241,0.0,1.59,0.95734785,
45187,242,4.0,1.62,0.95707235,
45324,243,0.0,1.57,0.9569422,
45619,244,4.0,1.6,0.95666195,
45909,245,3.0,1.61,0.95638645,
46050,246,0.0,1.59,0.9562525,
46225,247,1.0,1.57,0.95608625,
46459,248,2.0,1.58,0.95586395,
46664,249,2.0,1.57,0.9556692,
46892,250,2.0,1.59,0.9554526,
47071,251,1.0,1.57,0.95528255,
47261,252,1.0,1.58,0.95510205,
47567,253,4.0,1.62,0.95481135,
47698,254,0.0,1.62,0.9546869,
47938,255,2.0,1.62,0.9544589,
48102,256,1.0,1.6,0.9543031,
48253,257,0.0,1.6,0.95415965,
48397,258,0.0,1.59,0.95402285,
48549,259,0.0,1.57,0.95387845,
48675,260,0.0,1.56,0.95375875,
48839,261,1.0,1.54,0.9536029500000001,
49082,262,3.0,1.56,0.9533721,
49221,263,0.0,1.53,0.95324005,
49360,264,0.0,1.53,0.953108,
49597,265,3.0,1.54,0.95288285,
49811,266,2.0,1.54,0.95267955,
49971,267,1.0,1.54,0.95252755,
50169,268,2.0,1.52,0.95233945,0.00014136775280348957
50306,269,0.0,1.48,0.9522093,0.00446946220472455
50530,270,2.0,1.41,0.9519965,0.0154165830463171
50682,271,0.0,1.36,0.9518521,5.003896512789652e-05
50843,272,1.0,1.37,0.95169915,1.97227782336995e-05
51076,273,2.0,1.37,0.9514778,0.004793420433998108
51265,274,1.0,1.35,0.95129825,0.0036437883973121643
51394,275,0.0,1.33,0.9511757,1.551874083816074e-05
51650,276,3.0,1.35,0.9509325,0.00020243984181433916
51851,277,1.0,1.34,0.95074155,0.020864058285951614
51980,278,0.0,1.33,0.950619,0.004528004676103592
52242,279,3.0,1.33,0.9503701,0.0015460570575669408
52429,280,1.0,1.34,0.95019245,0.0028016511350870132
52565,281,0.0,1.3,0.95006325,0.012985751032829285
52761,282,2.0,1.31,0.94987705,0.009337274357676506
52980,283,2.0,1.33,0.949669,0.005955199711024761
53141,284,1.0,1.33,0.94951605,0.00027869525365531445
53366,285,2.0,1.32,0.9493023,0.0014092795317992568
53516,286,0.0,1.3,0.9491598,0.003800844307988882
53734,287,2.0,1.31,0.9489527,0.010100344195961952
53958,288,2.0,1.32,0.9487399,0.003914901055395603
54087,289,0.0,1.29,0.94861735,0.006634274963289499
54254,290,1.0,1.28,0.9484587,0.005801977589726448
54645,291,6.0,1.34,0.94808725,0.0034594389144331217
54824,292,1.0,1.33,0.9479172,0.0003310489992145449
54957,293,0.0,1.33,0.94779085,2.5526504032313824e-05
55120,294,1.0,1.32,0.947636,0.001211461960338056
55253,295,0.0,1.32,0.94750965,0.0007326965569518507
55391,296,0.0,1.32,0.94737855,0.0013087299885228276
55531,297,0.0,1.31,0.94724555,0.0002505918382667005
55678,298,0.0,1.29,0.9471059000000001,0.00012538522423710674
55887,299,2.0,1.3,0.94690735,0.0015579239698126912
56093,300,2.0,1.32,0.94671165,0.0001083140232367441
56255,301,1.0,1.33,0.94655775,0.0003011688240803778
56384,302,0.0,1.33,0.9464352,0.0006057033897377551
56528,303,0.0,1.3,0.9462984,0.0006516774301417172
56736,304,2.0,1.32,0.9461008,0.0021570411045104265
56864,305,0.0,1.3,0.9459792,0.0003652178274933249
56996,306,0.0,1.28,0.9458538,0.0006987449014559388
57158,307,1.0,1.27,0.9456999,4.524273390416056e-05
57366,308,2.0,1.26,0.9455023,0.0003138302708975971
57494,309,0.0,1.26,0.9453807,5.059760587755591e-05
57626,310,0.0,1.26,0.9452553,4.782395626534708e-05
57813,311,1.0,1.25,0.94507765,2.8036307412548922e-05
58022,312,2.0,1.24,0.9448791,0.0020960085093975067
58273,313,3.0,1.26,0.94464065,5.1030932809226215e-05
58450,314,1.0,1.26,0.9444725,0.0003361007838975638
58784,315,5.0,1.29,0.9441552,0.0005611885571852326
59114,316,5.0,1.33,0.9438417,3.960115645895712e-05
59279,317,1.0,1.34,0.94368495,0.0030347961001098156
59417,318,0.0,1.33,0.94355385,2.8499358450062573e-05
59686,319,4.0,1.36,0.9432983,2.855197999451775e-05
59828,320,0.0,1.33,0.9431634,6.53732568025589e-05
60081,321,3.0,1.36,0.94292305,0.01729663275182247
60301,322,2.0,1.36,0.94271405,0.0002723729412537068
60504,323,2.0,1.36,0.9425212000000001,0.0011584130115807056
60638,324,0.0,1.36,0.9423939,0.001122883753851056
60860,325,2.0,1.37,0.942183,0.001276112743653357
60999,326,0.0,1.35,0.94205095,0.0032821781933307648
61145,327,0.0,1.34,0.94191225,0.00034095728187821805
61282,328,0.0,1.33,0.9417821,0.00040712588815949857
61616,329,5.0,1.37,0.9414648,0.0003570193366613239
61752,330,0.0,1.36,0.9413356,0.003392541315406561
61971,331,2.0,1.36,0.94112755,0.00027634622529149055
62251,332,3.0,1.38,0.94086155,3.2811785786179826e-05
62434,333,1.0,1.39,0.9406877,0.00013118653441779315
62693,334,3.0,1.42,0.94044165,0.0019521882059052587
62900,335,2.0,1.41,0.940245,3.6153731343802065e-05
63056,336,0.0,1.35,0.9400968,0.002405960112810135
63235,337,1.0,1.36,0.93992675,0.0006167670362628996
63439,338,2.0,1.36,0.93973295,0.00047970120795071125
63665,339,2.0,1.36,0.93951825,0.0006441769655793905
63861,340,2.0,1.37,0.93933205,0.0010732935043051839
64059,341,2.0,1.39,0.93914395,0.0011605836916714907
64207,342,0.0,1.35,0.93900335,7.77651002863422e-05
64573,343,6.0,1.41,0.93865565,0.00013316381955519319
64783,344,2.0,1.39,0.93845615,0.00349258491769433
65032,345,3.0,1.39,0.9382196,0.00045923885772936046
65167,346,0.0,1.39,0.93809135,0.0035543956328183413
65292,347,0.0,1.38,0.9379726,0.000908010930288583
65448,348,1.0,1.37,0.9378244,0.0003142073401249945
65729,349,4.0,1.39,0.93755745,5.104022420709953e-05
65871,350,0.0,1.37,0.93742255,7.868513057474047e-05
66126,351,3.0,1.39,0.9371803,0.00017274018318857998
66339,352,2.0,1.4,0.93697795,1.9205246644560248e-05
66623,353,3.0,1.39,0.93670815,0.0006732846377417445
66844,354,2.0,1.41,0.9364982,0.0002131268265657127
66975,355,0.0,1.39,0.93637375,2.6140860427403823e-05
67143,356,1.0,1.39,0.93621415,3.518842640914954e-05
67278,357,0.0,1.39,0.9360859,0.0006053674151189625
67488,358,2.0,1.41,0.9358864,9.054475231096148e-05
67616,359,0.0,1.41,0.9357648000000001,5.5930471717147157e-05
67746,360,0.0,1.41,0.9356413,0.001082106027752161
68009,361,3.0,1.43,0.93539145,0.0005001912941224873
68137,362,0.0,1.4,0.93526985,0.00018745800480246544
68336,363,2.0,1.42,0.9350808,6.172623398015276e-05
68575,364,2.0,1.44,0.93485375,7.876598101574928e-05
68833,365,3.0,1.44,0.93460865,0.00042333215242251754
69121,366,4.0,1.46,0.9343350500000001,7.384299533441663e-05
69327,367,2.0,1.47,0.93413935,7.635218207724392e-05
69464,368,0.0,1.45,0.9340092,0.0003817264223471284
69668,369,2.0,1.47,0.9338154,4.794203050551005e-05
69857,370,1.0,1.46,0.93363585,0.00020219605357851833
70106,371,2.0,1.48,0.9333993,0.00024260798818431795
70315,372,2.0,1.49,0.93320075,0.0006582451751455665
70475,373,1.0,1.48,0.93304875,0.00025739517877809703
70615,374,0.0,1.47,0.93291575,0.00023645316832698882
70748,375,0.0,1.47,0.9327894,0.000430231710197404
70929,376,1.0,1.45,0.93261745,0.00029010477010160685
71134,377,2.0,1.46,0.9324227,0.0008803053060546517
71302,378,1.0,1.47,0.9322631,0.00014808433479629457
71536,379,2.0,1.46,0.9320408,0.0007521462393924594
71746,380,2.0,1.47,0.9318413,5.5902604799484834e-05
71922,381,1.0,1.48,0.9316741,0.0017922268016263843
72061,382,0.0,1.46,0.93154205,3.380832640687004e-05
72230,383,1.0,1.45,0.9313815,0.0006306645809672773
72395,384,1.0,1.45,0.93122475,0.0026686873752623796
72607,385,2.0,1.45,0.93102335,0.00044756336137652397
72931,386,4.0,1.49,0.93071555,7.477553299395368e-05
73061,387,0.0,1.47,0.93059205,0.00012906367192044854
73222,388,1.0,1.46,0.9304391,0.0006080208695493639
73355,389,0.0,1.46,0.93031275,5.6830307585187256e-05
73497,390,0.0,1.45,0.93017785,0.0006389914778992534
73703,391,2.0,1.41,0.92998215,0.0004762125900015235
73922,392,2.0,1.42,0.9297741,3.8007714465493336e-05
74085,393,1.0,1.43,0.92961925,4.9935581046156585e-05
74266,394,1.0,1.43,0.9294473,0.0004094134201295674
74524,395,3.0,1.46,0.9292022,2.4787506845314056e-05
74693,396,1.0,1.47,0.92904165,0.00014907249715179205
74919,397,2.0,1.49,0.92882695,0.0005198625149205327
75131,398,2.0,1.51,0.92862555,3.795807424467057e-05
75299,399,1.0,1.5,0.92846595,0.00034632376627996564
75454,400,1.0,1.49,0.9283187,0.00035469161230139434
75644,401,1.0,1.49,0.9281382,0.0001861762721091509
75867,402,2.0,1.51,0.92792635,0.0006413560477085412
76214,403,5.0,1.56,0.9275967,3.1006362405605614e-05
76380,404,1.0,1.55,0.927439,0.0001257967232959345
76559,405,1.0,1.56,0.92726895,0.0006469914223998785
76711,406,1.0,1.57,0.92712455,9.050964581547305e-05
76990,407,3.0,1.59,0.9268595,0.001466674730181694
77183,408,1.0,1.58,0.92667615,5.5734170018695295e-05
77330,409,0.0,1.58,0.9265365,8.544506999896839e-05
77471,410,0.0,1.58,0.92640255,0.00029544165590777993
77718,411,2.0,1.59,0.9261679,7.072297012200579e-05
78001,412,3.0,1.6,0.92589905,0.00012282152601983398
78181,413,1.0,1.58,0.92572805,2.3380853235721588e-05
78442,414,3.0,1.6,0.9254801,7.550475129391998e-05
78609,415,1.0,1.56,0.92532145,3.823260703939013e-05
78820,416,2.0,1.53,0.925121,0.000182399176992476
78985,417,1.0,1.53,0.92496425,0.000217748005525209
79212,418,2.0,1.55,0.9247486,3.624960663728416e-05
79449,419,3.0,1.54,0.92452345,0.0002637720317579806
79634,420,1.0,1.55,0.9243477,1.5537822037003934e-05
79797,421,1.0,1.53,0.92419285,0.00045934607624076307
80057,422,3.0,1.54,0.92394585,0.0007394842687062919
80193,423,0.0,1.52,0.92381665,0.00026574076036922634
80327,424,0.0,1.52,0.92368935,0.0006101992912590504
80482,425,1.0,1.51,0.9235421,0.00034770049387589097
80640,426,1.0,1.52,0.923392,0.00015245177200995386
80815,427,1.0,1.53,0.9232257500000001,8.908180461730808e-05
80983,428,1.0,1.54,0.92306615,0.0019674873910844326
81150,429,1.0,1.5,0.9229075,0.0004849896940868348
81286,430,0.0,1.5,0.9227783,0.0009116997825913131
81433,431,0.0,1.48,0.92263865,0.0004168812301941216
81618,432,1.0,1.46,0.9224629,0.00016699636762496084
81755,433,0.0,1.45,0.92233275,0.0007224794244393706
81997,434,3.0,1.45,0.92210285,6.619004852836952e-05
82142,435,0.0,1.43,0.9219651,0.0006823558360338211
82314,436,1.0,1.44,0.9218017000000001,0.00019148872524965554
82501,437,1.0,1.44,0.92162405,0.00017900680541060865
82630,438,0.0,1.42,0.9215015,0.0001382862392347306
82823,439,2.0,1.42,0.9213181500000001,0.0001311042724410072
83070,440,3.0,1.43,0.9210834999999999,0.000431214168202132
83280,441,2.0,1.43,0.920884,0.0006945823552086949
83419,442,0.0,1.43,0.92075195,0.00016347751079592854
83559,443,0.0,1.37,0.92061895,0.0004439953772816807
83795,444,2.0,1.37,0.92039475,0.00021277207997627556
84019,445,2.0,1.36,0.92018195,0.00014258691226132214
84154,446,0.0,1.36,0.9200537,0.0006779545801691711
84348,447,2.0,1.38,0.9198694000000001,5.1690309192053974e-05
84496,448,0.0,1.37,0.9197288,1.8152102711610496e-05
84636,449,0.0,1.33,0.9195958,0.0004084790125489235
84778,450,0.0,1.33,0.9194609,0.00013646885054185987
84911,451,0.0,1.3,0.91933455,9.218408376909792e-05
85059,452,0.0,1.28,0.91919395,0.00020985587616451085
85384,453,4.0,1.29,0.9188852,0.00014336599269881845
85516,454,0.0,1.27,0.9187598,7.786203059367836e-05
85671,455,1.0,1.28,0.91861255,0.0003734872443601489
85810,456,0.0,1.27,0.9184805,6.120581383584067e-05
85970,457,1.0,1.28,0.9183285,4.761131276609376e-05
86201,458,2.0,1.28,0.91810905,8.723285282030702e-05
86376,459,1.0,1.29,0.9179428000000001,1.48825110954931e-05
86510,460,0.0,1.29,0.9178155,1.2247648555785418e-05
86772,461,3.0,1.29,0.9175666,2.4838485842337832e-05
86952,462,1.0,1.3,0.9173956,0.00013689330080524087
87085,463,0.0,1.28,0.91726925,8.946490561356768e-05
87266,464,1.0,1.27,0.9170973,0.000114277376269456
87424,465,1.0,1.25,0.9169472,2.638096339069307e-05
87615,466,2.0,1.23,0.91676575,8.373359014512971e-05
87807,467,2.0,1.23,0.91658335,3.605698293540627e-05
87941,468,0.0,1.23,0.91645605,1.916589098982513e-05
88153,469,1.0,1.22,0.91625465,0.0001311244850512594
88502,470,5.0,1.26,0.9159231,2.9173537768656388e-05
88643,471,0.0,1.24,0.91578915,4.4794316636398435e-05
88825,472,1.0,1.23,0.91561625,0.0001446216192562133
89106,473,5.0,1.27,0.9153493,7.69190737628378e-05
89243,474,0.0,1.27,0.91521915,0.000147050159284845
89387,475,0.0,1.27,0.91508235,6.816240784246475e-05
89526,476,0.0,1.26,0.9149503,0.00010716715769376606
89660,477,0.0,1.24,0.9148229999999999,4.5124153984943405e-05
89833,478,1.0,1.24,0.91465865,6.421488797059283e-05
89961,479,0.0,1.22,0.91453705,7.078872295096517e-05
90138,480,1.0,1.21,0.9143689,0.0004831784754060209
90319,481,1.0,1.21,0.91419695,0.0002739389892667532
90457,482,0.0,1.21,0.9140658500000001,0.0010082024382427335
90591,483,0.0,1.2,0.91393855,0.000578445615246892
90808,484,2.0,1.21,0.9137324,0.00031362168374471366
90965,485,1.0,1.2,0.91358325,0.00025436838041059673
91175,486,2.0,1.18,0.9133837499999999,0.00045533652883023024
91376,487,2.0,1.2,0.9131928,0.00011837956117233261
91580,488,2.0,1.21,0.912999,0.00011053607886424288
91727,489,0.0,1.21,0.91285935,0.00038255471736192703
91948,490,2.0,1.23,0.9126494,7.33870328986086e-05
92104,491,1.0,1.22,0.9125012,0.0014740738552063704
92310,492,2.0,1.22,0.9123055,6.727089203195646e-05
92446,493,0.0,1.21,0.9121763,0.00026665328186936677
92703,494,3.0,1.23,0.91193215,1.8208762412541546e-05
92926,495,2.0,1.22,0.9117203,0.0007624751306138933
93088,496,1.0,1.22,0.9115664,1.5065143998072017e-05
93273,497,1.0,1.21,0.91139065,9.850235073827207e-05
93455,498,2.0,1.21,0.91121775,0.00014787164400331676
93715,499,3.0,1.23,0.9109707499999999,0.0002562032896094024
93986,500,3.0,1.25,0.9107133000000001,1.0775346709124278e-05
94115,501,0.0,1.24,0.91059075,6.083114567445591e-05
94246,502,0.0,1.22,0.9104663,0.0002634962147567421
94410,503,1.0,1.18,0.9103105,0.0005244309431873262
94559,504,0.0,1.17,0.91016895,9.354728535981849e-05
94725,505,1.0,1.17,0.91001125,0.00023794409935362637
95078,506,5.0,1.21,0.9096759,0.00016360884183086455
95209,507,0.0,1.18,0.90955145,3.633125379565172e-05
95368,508,1.0,1.18,0.9094004,0.00026750308461487293
95549,509,1.0,1.19,0.90922845,7.417369488393888e-05
95864,510,4.0,1.23,0.9089292,0.00013621762627735734
96107,511,3.0,1.24,0.90869835,0.00018616998568177223
96308,512,2.0,1.23,0.9085074,0.0003367739845998585
96470,513,1.0,1.23,0.9083535,5.021400284022093e-05
96668,514,2.0,1.22,0.9081654,0.0002044418069999665
96969,515,4.0,1.25,0.90787945,4.271652869647369e-05
97158,516,1.0,1.24,0.9076999,9.87039165920578e-05
97444,517,4.0,1.27,0.9074282,4.215863373246975e-05
97647,518,2.0,1.27,0.90723535,0.00015151759725995362
97803,519,1.0,1.25,0.90708715,5.967148899799213e-05
97936,520,0.0,1.24,0.9069608,0.0011636961717158556
98072,521,0.0,1.23,0.9068316,3.28719470417127e-05
98302,522,2.0,1.22,0.9066131,8.31471843412146e-05
98544,523,3.0,1.25,0.9063832,4.904969682684168e-05
98746,524,1.0,1.26,0.9061913,1.5071172128955368e-05
98881,525,0.0,1.25,0.90606305,0.00015771470498293638
99047,526,1.0,1.25,0.90590535,0.00019438512390479445
99190,527,0.0,1.24,0.9057695,2.1094285330036655e-05
99462,528,3.0,1.26,0.9055111,1.9366278138477355e-05
99622,529,1.0,1.26,0.9053591,0.0001937873021233827
99785,530,1.0,1.27,0.90520425,5.860815872438252e-05
99969,531,1.0,1.28,0.90502945,0.00016644172137603164
100001,532,0.0,1.27,0.90499905,1.219116438733181e-05
100185,533,2.0,1.29,0.90482425,0.0008539498667232692
100407,534,3.0,1.29,0.90461335,0.0001805391366360709
100543,535,0.0,1.29,0.90448415,0.00017764508083928376
100756,536,2.0,1.3,0.9042818,0.0001846639788709581
100959,537,2.0,1.31,0.90408895,0.00015628256369382143
101176,538,2.0,1.33,0.9038828,0.00022483775683213025
101346,539,1.0,1.32,0.9037213,0.00012226385297253728
101531,540,1.0,1.3,0.90354555,0.00021715568436775357
101792,541,3.0,1.31,0.9032976,0.0006163526559248567
101985,542,2.0,1.33,0.90311425,5.060632975073531e-05
102116,543,0.0,1.33,0.9029898000000001,0.00011202532914467156
102444,544,4.0,1.35,0.9026782,0.00021756775095127523
102634,545,1.0,1.34,0.9024977,0.00012224727834109217
